responseid,recordeddate,duration,q1_opcao,q1_nota,q2,plataforma,pesquisa,referer,di_device_type,pubaccid,list_id,category_id,intercept_user_inserted_ad,intercept_left_page,dt
R_3MATxhaE1gbgxJz,2021-12-13T15:48:22.668Z,35,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,206dfec8-9999-4725-bc97-2b8ef7c1222e,indefinido,indefinido,,Sim,2022-02-08
R_3fIQp2JSmhX5HJw,2021-12-13T15:54:44.384Z,85,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,4156b7b4-c914-47ad-a8f7-4f418a3d035b,indefinido,indefinido,,Sim,2022-02-08
R_2zGFhlyK2NiY3D0,2021-12-13T16:24:44.053Z,18,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,ba6743f5-9215-4abb-8ca9-500bac6fe174,indefinido,indefinido,,Sim,2022-02-08
R_Azy7C7gzkw36rPH,2021-12-14T15:03:30.375Z,43,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5eab28ca-bdea-44e4-bc15-e424ca56d10b,indefinido,indefinido,,Sim,2022-02-08
R_11aNu5BNMJoRDe3,2021-12-14T15:11:15.777Z,57,"É bom, consigo publicar meus anúncios",3,Deveria da mais pra postar na categoria de moveis,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,bec49a63-fad7-4826-af99-b8315371f955,indefinido,indefinido,,Sim,2022-02-08
R_Ycva6BErsFi2OC5,2021-12-14T15:28:59.784Z,36,É muito bom publicar na OLX,4,"Aqui sempre vendi tudo que precisei, é MARAVILHOSO!",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,fd259225-4279-42e8-a8f5-24c24ec57684,indefinido,indefinido,,Sim,2022-02-08
R_210pjfic4LncPPz,2021-12-14T15:39:21.586Z,181,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,6a44eedb-2a10-4b68-ab90-37ef3d8568fa,indefinido,indefinido,,Sim,2022-02-08
R_AMzdRMQISzIlGr7,2021-12-14T15:47:27.205Z,20,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,cf81ddb3-3079-4b97-a180-9b9a3bebce89,indefinido,indefinido,,Sim,2022-02-08
R_DpZIDwhDefDVRsd,2021-12-14T16:28:13.303Z,17,É muito bom publicar na OLX,4,"boa
",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b94227fc-5ece-48f8-9860-6034a4af2b80,indefinido,indefinido,,Sim,2022-02-08
R_29gEL1pufsUarKC,2021-12-14T16:33:53.119Z,11,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,2aefb12a-6917-4024-abd1-9646fadd41df,indefinido,indefinido,,Sim,2022-02-08
R_3Nxgljqlin9GOmu,2021-12-14T16:41:33.984Z,25,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,cb8178cc-f242-4ee3-90a0-14da8fb312a5,indefinido,indefinido,,Sim,2022-02-08
R_3KE1ySLjndWIJQb,2021-12-14T16:45:02.569Z,16,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,f3fd44d1-75f4-4e1e-a391-1a06f39eb457,indefinido,indefinido,,Sim,2022-02-08
R_zSDvVJXH4qbIQxj,2021-12-14T16:46:42.086Z,13,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,e0d823fb-1938-403b-821a-497996f983e8,indefinido,indefinido,,Sim,2022-02-08
R_2e3bBymdItOqKz7,2021-12-14T17:16:18.931Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,faa3ca2f-b1ec-4eb3-abc5-a50cbf13a298,indefinido,indefinido,,Sim,2022-02-08
R_2XnyzLniCLHHIjL,2021-12-14T17:32:49.672Z,450,"É ruim, tenho dificuldade",2,"1) Tenho um CNPJ cadastrado e todas as vezes que insiro um novo anuncio, solicitam que eu confirme minha identidade como pessoa física.
2) Meus anúncios expiraram dia 19/11/2021 e hoje 14/12/2021 antes dos 30 dias previsto do prazo, não consigo mais reativar
3) OLX fica forçando ativarmos o OLX Pay a cada anúncio, essa tela só serve para eu perder tempo e passar raiva, cada vez que aparece essa tela tenho menos interesse em contratar o serviço de vocês, se eu quisesse eu teria ativado nas configurações",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8c59f2be-dad9-4998-8aef-7e6e8d2ea213,indefinido,indefinido,,Sim,2022-02-08
R_2tFIsxRo4ZEoSkk,2021-12-14T17:36:08.962Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,2e8f72f9-c20e-4dd2-b93e-eaea8b1b3876,indefinido,indefinido,,Sim,2022-02-08
R_29jgudVVanNFV3c,2021-12-14T17:46:33.686Z,13,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,c53c2293-dfcb-45d4-914a-1ed11b399bd9,indefinido,indefinido,,Sim,2022-02-08
R_12mO4X3wHKl6p3y,2021-12-15T17:12:51.627Z,32,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,b6529036-3f0c-4bea-8b2b-59045d8962d4,indefinido,indefinido,,Sim,2022-02-08
R_216NuxVspMXNx35,2021-12-15T17:14:07.150Z,17,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8147843a-6b4f-48f0-beff-2a7866d083ff,indefinido,indefinido,,Sim,2022-02-08
R_2AM6M4uGtqY2qWI,2021-12-15T18:02:47.035Z,16,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,523409eb-e15a-4583-8f82-75bb8f9fb482,indefinido,indefinido,,Sim,2022-02-08
R_1cRQ2mHdh9Wiv7U,2021-12-15T18:43:08.212Z,8,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a6f209bc-88d0-4cc9-9cd9-038b423f41b3,indefinido,indefinido,,Sim,2022-02-08
R_3g5WAd5WQl7EtT2,2021-12-15T18:55:28.864Z,6,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,2f05d097-9afa-4b82-bfcf-9668b5539c22,indefinido,indefinido,,Sim,2022-02-08
R_3izruJV0oc1cxwT,2021-12-15T19:17:54.993Z,30,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8d1de783-bc2e-483e-82df-7f1045c90604,indefinido,indefinido,,Sim,2022-02-08
R_71btK5yFnLTKxHz,2021-12-15T19:33:57.670Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,b96ddb49-5750-4eda-9476-a647004be494,indefinido,indefinido,,Sim,2022-02-08
R_3HSvM08U5mGAwz3,2021-12-15T20:22:09.445Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b8ba4509-31f0-4b8b-94ea-f332975396c2,indefinido,indefinido,,Sim,2022-02-08
R_CfwKmY0aPk1WNhf,2021-12-15T20:24:01.823Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f04415db-8051-4936-88a0-3407ef2cd81d,indefinido,indefinido,,Sim,2022-02-08
R_39nV1q9Do6j2gdH,2021-12-15T20:24:13.451Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,b10cfa84-0884-4512-abd9-8ed66e9c6ebf,indefinido,indefinido,,Sim,2022-02-08
R_306RiwHTwmXzoPc,2021-12-15T20:30:08.932Z,11,É muito bom publicar na OLX,4,ok,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,134f5cdf-c093-448d-828f-1caeab9743d8,indefinido,indefinido,,Sim,2022-02-08
R_21tfqUJ7MQbZfxA,2021-12-15T20:35:28.305Z,430,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,4406a20b-3ad5-4ad0-baac-ccf664166432,indefinido,indefinido,,Sim,2022-02-08
R_238NBckzFaWixgy,2021-12-15T20:36:58.206Z,11,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5901f65d-e6a7-4d52-852e-f730695155d8,indefinido,indefinido,,Sim,2022-02-08
R_1lsM73LC9sA0IIO,2021-12-15T20:45:21.182Z,152,"É bom, consigo publicar meus anúncios",3,"Porque está sempre como se estivesse fora do ar? 
 As vezes não consigo colocar fotos nos anúncios PQ?
Por que não consigo mudar meu e-mail cadastrado? Me informaram que para mudar o e-mail tem que cancelar a conta e abrir outra?

Gostei por terem se preocupado em saber nossa opinião.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f54b38ab-9bd9-4cf3-9549-12670e4ea59d,indefinido,indefinido,,Sim,2022-02-08
R_2cp91dPWv1haNQN,2021-12-16T19:07:01.691Z,149,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7c40cc3a-7c1a-42d5-8776-ef3ae475f3b1,indefinido,indefinido,,Sim,2022-02-08
R_2aldK3yssYr06lb,2021-12-16T19:23:23.441Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a4a8181c-7b9a-4060-b8a3-48f41301d69d,indefinido,indefinido,,Sim,2022-02-08
R_2zi0VYUgMV1zvPu,2021-12-16T19:27:15.232Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,2d385d81-8f9f-4d2e-89ce-8003ba652ad8,indefinido,indefinido,,Sim,2022-02-08
R_21bwVkIU1WKueE4,2021-12-16T19:35:21.261Z,14,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8d1de783-bc2e-483e-82df-7f1045c90604,indefinido,indefinido,,Sim,2022-02-08
R_1WSANH1MIoOWWxX,2021-12-16T19:43:44.027Z,24,"É péssimo, nunca consigo publicar meus anúncios",1,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8e8ec8a8-8f7e-4afb-93e7-055f8ceac868,indefinido,indefinido,,Sim,2022-02-08
R_0c9UqT83Pdl01mF,2021-12-16T19:55:49.159Z,46,"É bom, consigo publicar meus anúncios",3,"O OLX precisava incluir marqua d´água nos anuncios...

",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7a1daab2-434d-4e11-ac6b-2691f203ebd1,indefinido,indefinido,,Sim,2022-02-08
R_2uPNgZuI7U8wS1Y,2021-12-16T20:03:25.858Z,16,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,6311ff2e-b749-48cc-a0cf-5ffd07510f08,indefinido,indefinido,,Sim,2022-02-08
R_2EFEoYbir2y4HkX,2021-12-16T20:05:23.098Z,87,É muito bom publicar na OLX,4,O Olx é melhor plataforma de vendas online. Todo mundo se encontra aqui. A OLX mudou minha Vida!,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,82c35b81-fdb9-403c-8797-547fde70fb81,indefinido,indefinido,,Sim,2022-02-08
R_27asEOawdeQozvx,2021-12-16T20:29:40.394Z,48,É muito bom publicar na OLX,4,os anucios depois de turbinado deveria ao menos continuar ativo e nao desativalos,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1b99c285-d1bb-446a-ae63-afa84aed1d41,indefinido,indefinido,,Sim,2022-02-08
R_1KiNQZagpGYOfoZ,2021-12-16T20:50:09.961Z,21,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,2c03db5c-ad09-43c9-a699-f577345cd50c,indefinido,indefinido,,Sim,2022-02-08
R_2v2LeNP4XhTGMZH,2021-12-16T20:56:19.767Z,6,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,13db5f66-c4e1-43d8-b888-a9f799ccdc55,indefinido,indefinido,,Sim,2022-02-08
R_1eF6nQf65FyPc1g,2021-12-16T21:02:51.964Z,23,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,281ead4a-2542-4fea-9f86-3a5f33a8b22f,indefinido,indefinido,,Sim,2022-02-08
R_1P1nu75lsWYPPVc,2021-12-16T21:35:47.249Z,17,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,02f49ada-d7f7-4f1a-964c-a701331c883d,indefinido,indefinido,,Sim,2022-02-08
R_ByLRSRhDYBTdyJr,2021-12-16T21:41:42.931Z,8,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f970ecff-9819-4b76-9f7c-c333d8717af0,indefinido,indefinido,,Sim,2022-02-08
R_32KOYyfLhk8p2bh,2021-12-17T21:18:13.604Z,10,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,4ce358fb-4acd-4c0d-9821-43fd23af3035,indefinido,indefinido,,Sim,2022-02-08
R_3s0o7FqjOubEfJr,2021-12-17T22:13:40.454Z,25,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,eacd955f-769d-4f2d-81b2-fc6584c19fa0,indefinido,indefinido,,Sim,2022-02-08
R_3luhzvVJ9xBZhVl,2021-12-19T00:21:29.929Z,8,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,ae653171-67d1-40fc-a8f0-c080f25dbe5c,indefinido,indefinido,,Sim,2022-02-08
R_3fiPUOOrrEzErp1,2021-12-20T02:03:11.666Z,21,É muito bom publicar na OLX,4,nao,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f2aa8a74-9569-4996-b4ca-95a712ae5e93,indefinido,indefinido,,Sim,2022-02-08
R_paPwk5j5joWVzIB,2021-12-20T02:38:07.297Z,30,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b7042b70-c24e-4114-8538-24b3d35a0a80,indefinido,indefinido,,Sim,2022-02-08
R_2B5oUldLafatSXZ,2021-12-20T13:21:08.508Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,84eb709d-baad-4668-ab0d-e57fc221c62b,indefinido,indefinido,,Sim,2022-02-08
R_bQntVvHkAW5wDfz,2021-12-20T13:31:32.146Z,46,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0d8ca1da-eea0-417c-ad7f-42fab1b2323e,indefinido,indefinido,,Sim,2022-02-08
R_ueQDivJTwmYafFn,2021-12-20T13:38:12.653Z,23,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9d82c495-5a12-402b-a414-4c6f57bece1b,indefinido,indefinido,,Sim,2022-02-08
R_115cnHY9rjfqpOP,2021-12-20T13:47:33.617Z,9,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,32c18e8c-11da-46fa-b1a7-4d5c964e035d,indefinido,indefinido,,Sim,2022-02-08
R_1KwNHYhmfhHBCcY,2021-12-20T13:47:55.316Z,43,É muito bom publicar na OLX,4,muito bom gostei.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a0e13241-6093-4188-888e-cf87d298893b,indefinido,indefinido,,Sim,2022-02-08
R_sbaJwKG4CVcF6XT,2021-12-20T13:52:46.616Z,175,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,aacac8e1-e181-4255-9a41-2e9fbb0e9810,indefinido,indefinido,,Sim,2022-02-08
R_3RvZMS8EGprJzaI,2021-12-20T14:09:24.699Z,16,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,38fc7871-888e-491c-a636-dc8b74214aff,indefinido,indefinido,,Sim,2022-02-08
R_2rvJJdGlRQwFRU4,2021-12-20T14:12:29.460Z,98,É muito bom publicar na OLX,4,"Eu sempre consigo boas visualizações dos itens que publico e vende rápido. Gostaria que pudéssemos colocar mais fotos, a quantidade de 6 é pouca. Eu recomendo OLX para todos meus amigos. ",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,bd468648-21b5-4c36-b43c-7339803a6930,indefinido,indefinido,,Sim,2022-02-08
R_1IH7ylLPQFBYl1f,2021-12-20T14:34:36.951Z,99,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7074eb0e-c9ae-4cb2-9c28-31dc6070285e,indefinido,indefinido,,Sim,2022-02-08
R_2aCWa5XBGlkrqRF,2021-12-20T14:42:00.337Z,17,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8e465cf2-da31-4b41-8b11-5eac905c6ae2,indefinido,indefinido,,Sim,2022-02-08
R_3MPYAICnmEgguS2,2021-12-20T15:41:38.343Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1a12ce77-a964-40ee-b0fb-90124c43ea43,indefinido,indefinido,,Sim,2022-02-08
R_qUxks2sxNjVeYoN,2021-12-20T15:43:42.673Z,21,"É péssimo, nunca consigo publicar meus anúncios",1,muitos erros muito estresse ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1648e2d0-796d-4804-870b-176ad0db861c,indefinido,indefinido,,Sim,2022-02-08
R_PvwvZXwbOGtEdEZ,2021-12-20T15:43:59.691Z,24,É muito bom publicar na OLX,4,Estou gostando muito.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9ffcb0b0-ed92-4744-a135-b8eb089fa57f,indefinido,indefinido,,Sim,2022-02-08
R_3plHwY65qTRVjrR,2021-12-20T16:08:59.059Z,55,"É ruim, tenho dificuldade",2,a muito conflitos no ite a vezes!!1,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,68a9567f-115a-440d-a486-4fbe72ebd26d,indefinido,indefinido,,Sim,2022-02-08
R_10VpRtXLktS8YSP,2021-12-21T15:25:20.480Z,51,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1b063675-cb7e-422e-83c8-1963bd102c3f,indefinido,indefinido,,Sim,2022-02-08
R_1CEbUDvlUOeFBuA,2021-12-21T15:43:32.362Z,30,É muito bom publicar na OLX,4,MUITO BOM O TRABALHO DE VOCÊS . ESSENCIAL PARA NÓS,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,43781801-d7fa-4730-8621-dc43d652c19f,indefinido,indefinido,,Sim,2022-02-08
R_1MTAhGN6J9fg97b,2021-12-21T17:20:06.751Z,25,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,cd05b3ef-00dd-4406-b2b1-f138d9b3d1f8,indefinido,indefinido,,Sim,2022-02-08
R_1Q6OURt2D8lWbYy,2021-12-21T17:22:22.332Z,16,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,bfc0c444-ae4a-4774-954c-bb5164bb063c,indefinido,indefinido,,Sim,2022-02-08
R_UoJuW2TOPDgf0Fr,2021-12-21T17:46:53.884Z,16,É muito bom publicar na OLX,4,melhor lugar para vender autos,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,dd6d3367-fb1a-4b7b-8406-cdd3f39eae0e,indefinido,indefinido,,Sim,2022-02-08
R_123hRdc1eCiitW8,2021-12-21T19:10:14.868Z,19,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5d6f3ef8-6ff8-4b3b-a748-d8e881fa485b,indefinido,indefinido,,Sim,2022-02-08
R_2Uh1NQbQ9nE820j,2021-12-21T19:12:59.160Z,121,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b6c8fd1b-c413-4da1-a8e6-8e64b6a1b17a,indefinido,indefinido,,Sim,2022-02-08
R_qznEons2HrPMzo5,2021-12-21T19:15:45.538Z,63,É muito bom publicar na OLX,4,muito bom e super rapido parabéns pelo serviço,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9fc2e159-0eaf-4af4-a244-9c0d696e8a54,indefinido,indefinido,,Sim,2022-02-08
R_vSmn9WdV3l9utUJ,2021-12-21T19:33:27.383Z,61,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,05beaf42-3d5b-4f85-8e01-758c292fb154,indefinido,indefinido,,Sim,2022-02-08
R_SPluemaEs59mOyJ,2021-12-21T19:58:43.397Z,18,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,3b082723-9108-4e43-9b46-cfa979a9000a,indefinido,indefinido,,Sim,2022-02-08
R_2QxmJh7JBHIExak,2021-12-21T20:17:30.789Z,359,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f1df685d-baa6-4bf7-b0f6-1bc3b86230da,indefinido,indefinido,,Sim,2022-02-08
R_ULWgV6ioE6TBVRL,2021-12-21T20:30:13.380Z,26,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,db68052e-52ef-4e23-b766-4aff086b83f7,indefinido,indefinido,,Sim,2022-02-08
R_TdxWL1tFbHaaSyJ,2021-12-21T20:35:05.254Z,150,"É bom, consigo publicar meus anúncios",3,"É bom publicar, mas precisaria mudar a configuração de publicação duplicada, pois preciso publicar várias vezes o mesmo o mesmo produto, e muitas das vezes perco todas edição quando se é excluído por duplicação.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8c8e3de1-96fb-498e-9390-8a12eeec333e,indefinido,indefinido,,Sim,2022-02-08
R_1KrkXtwKQ8ArD0a,2021-12-21T20:40:08.272Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,56754fb8-553a-41d4-b113-f3bd05a9b77e,indefinido,indefinido,,Sim,2022-02-08
R_1DBy4LLbol06Dgs,2021-12-22T17:23:39.299Z,47,É muito bom publicar na OLX,4,"Ferramenta do meu trabalho!
#amoOLX",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,de2543f8-5b95-4bbd-aca1-f3ad00fcc609,indefinido,indefinido,,Sim,2022-02-08
R_cTMDY4Rm26ZUgCJ,2021-12-22T17:57:37.267Z,31,"É péssimo, nunca consigo publicar meus anúncios",1,"trava muito, da erros",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,648bb183-5ff1-4dd4-9340-e824901d8a01,indefinido,indefinido,,Sim,2022-02-08
R_SDj85Anclm2mGVb,2021-12-22T18:07:07.011Z,104,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1bb3c9d4-67c5-492d-b0d4-d648b738484b,indefinido,indefinido,,Sim,2022-02-08
R_agiTQqDYWxXrPyN,2021-12-22T19:11:15.378Z,23,É muito bom publicar na OLX,4,muito bom,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b9fb35f9-6b68-4f2e-b18e-6a90da1049de,indefinido,indefinido,,Sim,2022-02-08
R_NXCBRxTIE6OsE9z,2021-12-22T19:12:26.023Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,2e9ce676-326d-4673-966f-f793efc03c8a,indefinido,indefinido,,Sim,2022-02-08
R_AmuoAfAFzPiS1S9,2021-12-22T19:12:35.105Z,554,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,58a321b0-2a38-4962-90bc-0e588a33fe8a,indefinido,indefinido,,Sim,2022-02-08
R_XB4bz6QLJTHXrCp,2021-12-22T19:26:14.956Z,15,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,d213b28c-f622-4d37-a3cc-63ec265814cb,indefinido,indefinido,,Sim,2022-02-08
R_1i4N0ZVbQkKVBuu,2021-12-22T19:37:37.160Z,43,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,653e0108-304a-4fba-93a5-f82a474b50c3,indefinido,indefinido,,Sim,2022-02-08
R_2ffmrYLtekCba4b,2021-12-22T20:22:13.525Z,32,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,63973e00-9966-44a2-9c2c-1bdb506e88e5,indefinido,indefinido,,Sim,2022-02-08
R_oYb9Rys89RBBhqp,2021-12-22T20:36:57.474Z,11,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,52410182-91d7-4308-b553-5e534ba62502,indefinido,indefinido,,Sim,2022-02-08
R_1MZda6lRGqbv9rh,2021-12-22T20:43:20.043Z,55,É muito bom publicar na OLX,4,É super fácil e rápido postar os anúncios. Quero ter agora a experiência da primeira venda nessa plataforma.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7ac2ee59-24eb-48cd-b04c-7a325dc3923a,indefinido,indefinido,,Sim,2022-02-08
R_bJH4CVuqswdynOV,2021-12-22T22:15:40.885Z,29,É muito bom publicar na OLX,4,gostaria pode postar videos ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a7edf3d7-a1a4-49ae-b216-f3fdd6d4b62f,indefinido,indefinido,,Sim,2022-02-08
R_0ctq6uZS1mqr6W5,2021-12-22T22:17:21.274Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,c41e0e0d-73c5-4278-a50e-4174257b585c,indefinido,indefinido,,Sim,2022-02-08
R_2fpQpuvrjVbSwHB,2021-12-22T22:37:37.174Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,04e4bdc3-9aa1-4363-a4cf-1cac40cbe72a,indefinido,indefinido,,Sim,2022-02-08
R_5yXkzzbcHQTcj7z,2021-12-23T19:04:58.732Z,16,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,77caba17-71a8-408b-b42b-f14108943ad2,,,Sim,,2022-02-08
R_1nT15wz9iKSXhsN,2021-12-23T19:05:44.095Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,0a14acea-c2aa-496d-9c39-1411b5cc9c45,,,Sim,,2022-02-08
