responseid,recordeddate,duration,q1_opcao,q1_nota,q2,plataforma,pesquisa,referer,di_device_type,pubaccid,list_id,category_id,intercept_user_logged_into_olxpro,dt
R_2R3utcuoizLuoAZ,2022-02-09T15:40:56.777Z,308,"É boa, consigo gerenciar meus anúncios",3,"1) Deveria existir a opção de desativar um anúncio temporariamente. Tenho 12 quitinetes em um condomínio. Ora todas estão alugadas, ora não, mas esse intervalo as vezes é de 1 semana. Então tenho que excluir o anúncio e depois de 1 semana criar novamente.
2) As vezes tenho apartamentos diferentes em um mesmo prédio (p.e. Um de 2 e outro de 3 dormitórios). A OLX bloqueia meu 2º anúncio porque a foto da fachada é igual...",Web,OLX_SellerPro_Gestao,,desktop,e2b8192f-ac99-4528-b515-3ab22f6e6535,indefinido,indefinido,Sim,2022-02-11
R_3j9xKFljB1sD7p2,2022-02-09T17:05:04.512Z,14,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,5bff3ca0-7fe4-4516-bfb2-bb5f97dbf038,indefinido,indefinido,Sim,2022-02-11
R_3kKT0xZAliyeQAI,2022-02-09T17:19:37.654Z,16,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,daf96025-3053-4a01-a864-c1cd4291ca09,indefinido,indefinido,Sim,2022-02-11
R_2AZksGBdqjbbTc3,2022-02-09T19:47:45.245Z,12,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,3413021a-b02a-48b7-8350-f7bc5f464e0c,indefinido,indefinido,Sim,2022-02-11
R_2aRCLTyowbYmMqk,2022-02-09T19:54:42.607Z,45,"É péssima, nunca consigo gerenciar meus anúncios",1,A plataforma olx pro está com diversos bugs e eu nunca consigo acessar a aba meus anúncios.,Web,OLX_SellerPro_Gestao,,desktop,6d2c5aba-bb40-449e-a912-d923159811ef,indefinido,indefinido,Sim,2022-02-11
R_32WtvrkHGw2iDjH,2022-02-09T22:25:56.945Z,15,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,e56bbf3d-7274-4c58-9588-3a6f75add07b,indefinido,indefinido,Sim,2022-02-11
R_0e33HfHzg2cYeWd,2022-02-09T22:54:08.844Z,39,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,a999807e-fbcf-4dae-a5df-94e112341206,indefinido,indefinido,Sim,2022-02-11
R_1K72CS7t44pn2BQ,2022-02-10T00:46:54.742Z,32,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,e5b65093-7a82-4855-ad22-e905fa43fdf2,indefinido,indefinido,Sim,2022-02-11
R_rl4Q1xurFaQDOlb,2022-02-10T09:33:49.672Z,16,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,48f6ee1b-5359-42ab-b411-d86f7c7cb278,indefinido,indefinido,Sim,2022-02-11
R_3kH9xNZ8yHwGElF,2022-02-10T10:21:32.505Z,19,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,2dce21d3-592e-4ac7-bef4-15743dbdd710,indefinido,indefinido,Sim,2022-02-11
R_7PYSdcX40AvA2JP,2022-02-10T10:40:23.745Z,42,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,3da766df-1780-461d-bcd8-646ad9dd1a0b,indefinido,indefinido,Sim,2022-02-11
R_4SK08BPoblOaJAl,2022-02-10T10:48:27.603Z,23,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,7846a038-2c28-4773-9904-d39dc513662f,indefinido,indefinido,Sim,2022-02-11
R_PUwHYWQeBQHAhod,2022-02-10T11:57:33.235Z,53,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,f816577f-045b-49f0-b602-a5ce4203bd8f,indefinido,indefinido,Sim,2022-02-11
R_1pJLZoJx7zvgOR3,2022-02-10T13:28:41.751Z,93,É muito bom gerenciar meus anúncios na OLX,4,Gostaria pagar meu boleto vence hoje,Web,OLX_SellerPro_Gestao,,mobile,448d57fe-2dea-4fe3-930c-45756355ad48,indefinido,indefinido,Sim,2022-02-11
R_3LYDniUMs84R4Po,2022-02-10T13:29:32.307Z,20,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,e6f10d41-cc6e-4844-bf48-131dcea6544f,indefinido,indefinido,Sim,2022-02-11
R_24oXSFjhM2mmodo,2022-02-10T14:52:07.866Z,59,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,5bff8d12-c6fe-42e0-9faf-337c6e50b022,indefinido,indefinido,Sim,2022-02-11
R_3GkxdfoTCVRziak,2022-02-10T16:04:17.536Z,13,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,a14c6db0-45d5-4386-b932-d754c0901885,indefinido,indefinido,Sim,2022-02-11
R_1okjltS8635e5b1,2022-02-10T17:13:06.346Z,105,"É boa, consigo gerenciar meus anúncios",3,"Meu plano foi cancelado e não tive um comunicado agora quero reativar mais aumentaram valor de 159 para 199,00

Estou realmente mt chateada com essa situação ",Web,OLX_SellerPro_Gestao,,mobile,bcd8b24c-943b-4859-a566-c8e42ec4993b,indefinido,indefinido,Sim,2022-02-11
R_WCf4KnvGO8CGLWp,2022-02-10T18:30:59.727Z,43,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,829bfe4b-5166-4354-8bf0-114f11faf80e,indefinido,indefinido,Sim,2022-02-11
R_2VrKccTRLqiFxI6,2022-02-10T18:36:42.979Z,26,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,18708849-106c-4ae9-b02d-d86cba16dd05,indefinido,indefinido,Sim,2022-02-11
R_56znMhB2ru0U2lj,2022-02-10T21:17:06.374Z,53,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,646a9faa-a0b9-4d7e-b22d-f4c72cf146be,indefinido,indefinido,Sim,2022-02-11
R_2EsYR4aLdM3oS1D,2022-02-10T23:16:42.538Z,36,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,2f8e2152-84c9-4c6e-abd2-66c16b311f5b,indefinido,indefinido,Sim,2022-02-11
R_3JI8d7n0C57sCFk,2022-02-10T23:36:09.873Z,13,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,202ca4b9-cd39-4421-a067-e9e23e2a6a40,indefinido,indefinido,Sim,2022-02-11
R_5577ieLTAtdkwAF,2022-02-11T02:15:57.205Z,51,"É ruim, tenho dificuldade",2,precisar de mais ferramentas,Web,OLX_SellerPro_Gestao,,desktop,3047f99b-ceb6-4f25-87f3-e41184fd7985,indefinido,indefinido,Sim,2022-02-11
R_3MGcNaiICrLmdLb,2022-01-28T18:01:33.715Z,23,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,f5bdb0ee-213b-4d83-bc92-3610454acd01,indefinido,indefinido,Sim,2022-02-12
R_3MGcNaiICrLmdLb,2022-01-28T18:01:33.715Z,23,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,f5bdb0ee-213b-4d83-bc92-3610454acd01,indefinido,indefinido,Sim,2022-02-08
R_1F4XQFoIEUWmipm,2022-01-28T18:15:00.093Z,31,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,573f034b-d1f5-4edf-bb50-987188e62c17,indefinido,indefinido,Sim,2022-02-12
R_WebUkCtRke8SuCR,2022-01-28T18:49:11.713Z,10,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,,indefinido,indefinido,Sim,2022-02-12
R_3O2L3xcHhn8Tymy,2022-01-28T18:49:26.923Z,99,"É ruim, tenho dificuldade",2,"Não está carregando os resumos corretamente, muitas vezes dá erro quando clicamos em ""por data"". Quando saímos de um usuário para outro, dá senha inválida e por último a plataforma não está mostrando a quantidade de visitas quando logado pelo desktop. ",Web,OLX_SellerPro_Gestao,,desktop,4abf7866-e1b2-4b84-9d55-95a5f8b4f578,indefinido,indefinido,Sim,2022-02-12
R_Z8zQo67rTFAGc4V,2022-01-28T18:54:39.653Z,17,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,ac087f7a-3ef9-4f45-abc7-7fd30c0e2ac9,indefinido,indefinido,Sim,2022-02-12
R_1dMIWCCVY0sH08x,2022-01-28T19:25:50.465Z,15,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,bff59823-60d4-47d2-a3bb-c6e11f197c41,indefinido,indefinido,Sim,2022-02-12
R_29sRSEwajYG7naC,2022-01-28T19:29:00.683Z,44,"É ruim, tenho dificuldade",2,Está caindo cada dia as visibilidades na plataforma ,Web,OLX_SellerPro_Gestao,,desktop,535d49f4-5729-4bd9-9337-f12ad2e701f3,indefinido,indefinido,Sim,2022-02-12
R_3DkEnEi1zKSZvOv,2022-01-28T19:35:48.667Z,32,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,37bb75d8-c877-4454-9e22-5cda502c8cb6,indefinido,indefinido,Sim,2022-02-12
R_3GxqzcPVyfvqiFE,2022-01-28T19:45:15.271Z,20,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,d16f34db-c4d0-4f84-a260-5986428077c7,indefinido,indefinido,Sim,2022-02-12
R_2qg9VFKDvo8YS6f,2022-01-31T17:27:04.703Z,32,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,81d34d1c-778a-4be3-bcf2-c7f38323bcd7,indefinido,indefinido,Sim,2022-02-12
R_BQV9pUhcjWz17Md,2022-01-31T18:24:27.832Z,98,"É ruim, tenho dificuldade",2,Melhorar a plataforma para facilitar o acesso,Web,OLX_SellerPro_Gestao,,mobile,2c366a50-4c99-44fc-9235-4e6852e8c219,indefinido,indefinido,Sim,2022-02-12
R_1Cy9ptoTHpgiORK,2022-01-31T19:35:47.542Z,48,É muito bom gerenciar meus anúncios na OLX,4,EXCELENTE RETORNO DE VENDAS ,Web,OLX_SellerPro_Gestao,,desktop,3035b9ea-5604-475b-b6de-a19ee88a65f4,indefinido,indefinido,Sim,2022-02-12
R_29fUF6abmot5oIw,2022-01-31T19:49:29.808Z,29,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,474605ea-283e-4c65-a1ac-598f7cfb7c1b,indefinido,indefinido,Sim,2022-02-12
R_3KwhCpo5HYpt9eh,2022-01-31T22:41:03.556Z,85,"É boa, consigo gerenciar meus anúncios",3,gostaria mais contato via telefone para mais esclarecimentos,Web,OLX_SellerPro_Gestao,,desktop,9d53cb9b-daa0-4ffe-a689-348903e7b87c,indefinido,indefinido,Sim,2022-02-12
R_DRVWJZVqG7VlhDP,2022-01-31T23:05:08.102Z,29,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,2d39dc22-b933-4626-b426-d4db446d1d3d,indefinido,indefinido,Sim,2022-02-12
R_OjOrl4XusSYsdO1,2022-02-02T19:11:29.351Z,16,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,a4faf2c1-daa9-421f-8ed4-162f4369b081,indefinido,indefinido,Sim,2022-02-12
R_uqNI4T2nNQNoTgB,2022-02-02T19:47:36.659Z,11,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,c9ccf0ed-f151-4b02-a0f7-e2d81131d4a2,indefinido,indefinido,Sim,2022-02-12
R_3MmTVo6ePa2dmMA,2022-02-02T20:29:20.441Z,27,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,96086bf1-6a35-466a-b40c-32f1257b55cf,indefinido,indefinido,Sim,2022-02-12
R_24184Cc2al1aQJD,2022-02-02T22:45:59.999Z,26,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,f5bdb0ee-213b-4d83-bc92-3610454acd01,indefinido,indefinido,Sim,2022-02-12
R_XGNzDx0YolzKbK1,2022-02-03T02:37:33.999Z,45,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,a0042993-1671-470f-b78c-3e7699034e97,indefinido,indefinido,Sim,2022-02-12
R_3fOeihCdSM5enuT,2022-02-03T19:22:13.167Z,31,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,e17f08b8-8b8c-4f3b-8e38-32305fab57c0,indefinido,indefinido,Sim,2022-02-12
R_3fHu2VmMgpCwDaB,2022-02-03T19:42:12.018Z,674,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,8d042cb9-72be-4d71-952a-3838c70ce9a1,indefinido,indefinido,Sim,2022-02-12
R_7R0806OE6cX2zSN,2022-02-03T20:02:37.694Z,18,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,6cbccb57-0d8e-4e2d-9c2c-c4d98e26dc4a,indefinido,indefinido,Sim,2022-02-12
R_1PcaBARxgSpKZdV,2022-02-03T20:08:03.012Z,228,É muito bom gerenciar meus anúncios na OLX,4,"Estão me chantageadno a ficar com os 3 sites obrigatoriamente, zap e viva, 
Só gosto da OLX, mas querem me obrigar a ficar com os 3 a aumentar o valor absurdamente, por gentileza me ajude, sou cliente antiga e pago rigorosamente meus anuncios!",Web,OLX_SellerPro_Gestao,,desktop,7e9f5e76-eb7f-480e-9525-559555c7c22f,indefinido,indefinido,Sim,2022-02-12
R_p9iiSjKDNwzYqsN,2022-02-03T20:09:50.981Z,860,É muito bom gerenciar meus anúncios na OLX,4,"SO DE  A OLX NÃO SER O mercado livre QUE OLHA PRO PROPRIO UMBIGO JA É O CÉU...OLX É MELHOR ....não tenho reclamação na olx,, obrigado
",Web,OLX_SellerPro_Gestao,,desktop,61924266-12dc-4085-a778-934ffc6c73dc,indefinido,indefinido,Sim,2022-02-12
R_ToRI6n3OmztQV57,2022-02-03T20:53:26.046Z,33,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,3372dd85-dbd0-4f12-b70d-b23a761fece9,indefinido,indefinido,Sim,2022-02-12
R_1ghjfW6FUEGyddj,2022-02-04T02:26:05.153Z,30,"É boa, consigo gerenciar meus anúncios",3,Melhora a questão dos preços profissionais ,Web,OLX_SellerPro_Gestao,,mobile,fe395aae-200f-4784-95ac-e3a32fa49488,indefinido,indefinido,Sim,2022-02-12
R_1MWJnfobFVBzHpk,2022-02-04T02:26:32.378Z,18,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,730ffd1f-e2d1-4053-8685-f6c98aff91ba,indefinido,indefinido,Sim,2022-02-12
R_2wHbXSEnqsiHRDo,2022-02-04T02:31:44.816Z,68,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,73899f9c-856f-4c63-9c3f-fcaa5760d441,indefinido,indefinido,Sim,2022-02-12
R_sFK7A7pAKrVKKad,2022-02-04T02:39:32.088Z,18,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,mobile,3ce0a794-013c-4fd5-82c5-ad781e93a3a4,indefinido,indefinido,Sim,2022-02-12
R_2uCB5qtRaRCW1Pe,2022-02-05T00:01:35.584Z,38,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,d2527644-8ae6-443b-9264-2aa673447d19,indefinido,indefinido,Sim,2022-02-12
R_3EYAogP3KYat9KL,2022-02-05T01:21:36.773Z,87,É muito bom gerenciar meus anúncios na OLX,4,"Primeiro dia hoje vamos vê como será pretendo vê o resultado
",Web,OLX_SellerPro_Gestao,,mobile,849c57a6-c131-4af6-a620-87c939d49731,indefinido,indefinido,Sim,2022-02-12
R_277OVc7GhxaIBmB,2022-02-05T02:52:41.957Z,175,"É péssima, nunca consigo gerenciar meus anúncios",1,Para apagar os anúncios beira o ridículo. Não tem uma caixa de seleção para apagar então gasto em média 10 min a mais com clicks inúteis como se isso fosse resultar em a pessoa comprar um destaque. Já tem em cada anúncio uma propaganda de destaque... Precisa por quando vamos apagar? E se sim... Coloca a zorra de uma caixinha de seleção assim só vemos a pergunta do destaque 1 vez. Em vez de 10-30 vezes ,Web,OLX_SellerPro_Gestao,,mobile,50f59d0d-175b-4477-943b-bc0bb509b1ee,indefinido,indefinido,Sim,2022-02-12
R_1IQv0Dhqmc355h1,2022-02-07T02:30:28.868Z,38,"É boa, consigo gerenciar meus anúncios",3,Custo muito alto ,Web,OLX_SellerPro_Gestao,,mobile,3006a242-c17b-494e-bd97-5b2537546bb2,indefinido,indefinido,Sim,2022-02-12
R_2qyifvlQ6xY9Z0k,2022-02-07T02:32:11.037Z,84,"É boa, consigo gerenciar meus anúncios",3,Tenho dificuldade em excluir anúncios,Web,OLX_SellerPro_Gestao,,mobile,34cb6d6e-0efc-437d-a872-b53fbef856e7,indefinido,indefinido,Sim,2022-02-12
R_80z7Iwi5FgdHjAR,2022-02-07T13:54:17.164Z,41,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,7775162a-d631-45fd-8503-52083821013c,indefinido,indefinido,Sim,2022-02-12
R_3sB0Dm8BMNiUzin,2022-02-07T14:00:51.390Z,33,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,71a03c16-9316-40e1-b5ce-36ad7189f754,indefinido,indefinido,Sim,2022-02-12
R_2zkL8wASwit1ATY,2022-02-07T14:10:37.192Z,92,"É ruim, tenho dificuldade",2,O site caí toda semana e as vezes não consigo acompanhar o que eu preciso.,Web,OLX_SellerPro_Gestao,,desktop,492a35a8-2e51-48bc-a02b-4e6bfd853f37,indefinido,indefinido,Sim,2022-02-12
R_V2tU1v9dAoleJCF,2022-02-07T15:31:01.376Z,35,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,6c69a44a-b33d-4d10-a8de-79916c0ffc7f,indefinido,indefinido,Sim,2022-02-12
R_W6wt2pMaNgT6JGh,2022-02-07T15:31:30.880Z,1214,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,af9b4f32-61eb-4375-b102-3d579f0545fe,indefinido,indefinido,Sim,2022-02-12
R_ugdh6bWMk7KYIzD,2022-02-07T16:00:01.090Z,20,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,a7f9d586-f858-4f8a-bd37-ec602d72cdda,indefinido,indefinido,Sim,2022-02-12
R_1kGrNMTY3mSnt8L,2022-02-07T16:25:39.703Z,16,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,c2ba33fb-4b71-4f14-a7e7-f698b43a8007,indefinido,indefinido,Sim,2022-02-12
R_3lxn7DogiDtcMqf,2022-02-07T16:45:34.264Z,22,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,050f643f-fc75-49ba-81ad-5a86139731b0,indefinido,indefinido,Sim,2022-02-12
R_1g0ejnRxxkZSUF5,2022-02-07T16:54:56.377Z,149,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,9a8b0412-0b07-4cdf-9ed4-ca39a5117d9f,indefinido,indefinido,Sim,2022-02-12
R_3Hn0vyRCshhLjoY,2022-02-07T17:09:18.353Z,856,"É ruim, tenho dificuldade",2,algumas opçoes não estao funcionando.,Web,OLX_SellerPro_Gestao,,desktop,cbf756fd-7ce6-41f0-8a88-1aef92b2ce62,indefinido,indefinido,Sim,2022-02-12
R_eICw7yroFLuxpMR,2022-02-07T17:36:52.180Z,14,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,d679ed5b-0bfd-4b5e-81d3-108aac4d2a7a,indefinido,indefinido,Sim,2022-02-12
R_2hoOrDxPvFsGzq9,2022-02-07T17:46:33.411Z,54,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,0065f968-569b-419a-97f9-cd05a41cbf70,indefinido,indefinido,Sim,2022-02-12
R_2CZXJc6UmSy3hE3,2022-02-01T01:14:40.414Z,23,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,d58d9880-cb94-43aa-a789-58937762c053,indefinido,indefinido,Sim,2022-02-12
R_2wzyao42Jf8Wfdj,2022-02-01T01:36:41.407Z,46,"É boa, consigo gerenciar meus anúncios",3,hj nao,Web,OLX_SellerPro_Gestao,,desktop,ec289e26-c1b0-4460-b1dd-e59218f48970,indefinido,indefinido,Sim,2022-02-12
R_28UKwVZ1uAdeNiq,2022-02-01T15:53:41.752Z,17,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,681a0ae1-567b-47be-a83b-79ca6cb8d48a,indefinido,indefinido,Sim,2022-02-12
R_1reN98yTp6pREeC,2022-02-01T16:14:20.265Z,16,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,f0f503ba-d35d-43ae-a2fc-00dfe903d529,indefinido,indefinido,Sim,2022-02-12
R_7X5szOZepCahAu5,2022-02-01T17:13:51.608Z,14,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,d214d80f-9bc0-4c6b-9356-58c7855de9dd,indefinido,indefinido,Sim,2022-02-12
R_SK63nBEfdv6c4z7,2022-02-01T17:23:51.410Z,33,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,d806a226-b54a-4e81-a452-2edef7766f91,indefinido,indefinido,Sim,2022-02-12
R_9SjtSK07umSJvrP,2022-02-01T18:04:53.622Z,7,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,,indefinido,indefinido,Sim,2022-02-12
R_2EcMIUzuBYthUV9,2022-02-01T18:54:29.634Z,42,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,090790db-55c0-4c0b-ba9e-ca7497053d4e,indefinido,indefinido,Sim,2022-02-12
R_2QQzOozHBR8efZX,2022-02-01T19:02:58.494Z,19,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,,indefinido,indefinido,Sim,2022-02-12
R_3suLGqMFzejw4XV,2022-02-01T19:27:18.251Z,24,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,,indefinido,indefinido,Sim,2022-02-12
R_OfKLi9iROrEN6nL,2022-02-01T21:19:08.479Z,26,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,389c7005-220b-43f7-8132-350da6121566,indefinido,indefinido,Sim,2022-02-12
R_2YzlaiOpU68fUz0,2022-02-01T22:25:30.248Z,16,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,mobile,a48e9c14-a34f-4642-8160-d0eff1d81a3b,indefinido,indefinido,Sim,2022-02-12
R_1KpCkiY0Rc8mE0Z,2022-02-01T23:44:04.443Z,63,"É ruim, tenho dificuldade",2,Sistema Instavel. Edição demora. Constantemente fora do ar. Aumento do valor do plano foi absurdo!,Web,OLX_SellerPro_Gestao,,mobile,ee14426e-13c1-45a9-aaf1-c9b4597c877b,indefinido,indefinido,Sim,2022-02-12
R_3pnXeS84c56QVEI,2022-02-02T17:57:19.947Z,17,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,82a84ae3-46c5-45a4-b59b-873868e0077f,indefinido,indefinido,Sim,2022-02-12
R_1jUlJHOj1L1emFa,2022-02-02T18:15:20.658Z,17,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,3047f99b-ceb6-4f25-87f3-e41184fd7985,indefinido,indefinido,Sim,2022-02-12
R_0enCuac7o2vmyGZ,2022-02-02T18:33:15.250Z,14,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,54b0beb0-0be8-4717-8a76-e4bbafc8119e,indefinido,indefinido,Sim,2022-02-12
R_YRg1WApiqyUwHgB,2022-02-07T17:56:12.559Z,13,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,a2db378a-9f53-4c93-af53-5b1e9d20121d,indefinido,indefinido,Sim,2022-02-12
R_2aKzJHOms67EMHc,2022-02-07T18:14:02.605Z,56,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,b27ae0ef-8e7a-4f55-ac91-6ce958237bb9,indefinido,indefinido,Sim,2022-02-12
R_1ZBmM4ZDn9Z9NVT,2022-02-07T19:55:12.355Z,61,"É péssima, nunca consigo gerenciar meus anúncios",1,O site cai conforme entrou em outros campos.,Web,OLX_SellerPro_Gestao,,desktop,cf370083-f7c2-4f26-8a1b-15474ed7db85,indefinido,indefinido,Sim,2022-02-12
R_1EhR4xxHSmeZvuq,2022-02-07T20:06:41.884Z,52,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,ff69c4d6-6d5b-4662-9189-e2005d10a815,indefinido,indefinido,Sim,2022-02-12
R_3MlDSItuhqSbvug,2022-02-07T20:34:18.696Z,35,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,e5429b9e-f876-46ca-999e-6b537cc9f0e6,indefinido,indefinido,Sim,2022-02-12
R_29tYFGa6nRSstKZ,2022-02-08T00:35:09.740Z,226,É muito bom gerenciar meus anúncios na OLX,4,"Gostaria de informar, que tem alguns vendedores da OLX me chantegeando, dizendo que serei obrigada a comprar mais dois sites o zap e vivaa real, pois NÃO QUERO ESSES DOIS, GOSTO SOMENTO DA OLX, POR GENTLEZA me ajudem a ficar so com a OLX",Web,OLX_SellerPro_Gestao,,desktop,7e9f5e76-eb7f-480e-9525-559555c7c22f,indefinido,indefinido,Sim,2022-02-12
R_3qdRmAkSyJDakEH,2022-02-08T00:44:03.631Z,68,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,ba106ae4-feca-40a9-808b-105dcaeb5fa5,indefinido,indefinido,Sim,2022-02-12
R_2YJusacZIDKBb6q,2022-02-08T01:26:39.682Z,122,"É péssima, nunca consigo gerenciar meus anúncios",1,,Web,OLX_SellerPro_Gestao,,mobile,5b11ace0-4fa9-4cf8-ab90-7efbbc8eee65,indefinido,indefinido,Sim,2022-02-12
R_2CmoJk4dUv8B0iW,2022-02-08T09:52:10.920Z,12,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,5613a438-cd59-4e77-8869-d53b8f3bb702,indefinido,indefinido,Sim,2022-02-12
R_2DRIPGpbFasbvuf,2022-02-08T10:57:45.944Z,23,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,f1ec205d-2c62-4d14-9093-432bb8b4311c,indefinido,indefinido,Sim,2022-02-12
R_10xwWZ42Sblncex,2022-02-08T11:53:58.644Z,33,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,f9cf354a-007e-49ec-87f2-9958963f6937,indefinido,indefinido,Sim,2022-02-12
